id_usuario,tipo,nombre_categoria,monto,fecha
1,2,Transporte,74.36,2024-03-26
1,2,Alimentacion,35.38,2024-03-26
1,2,Transporte,53.94,2024-03-31
1,1,Nomina,2030.64,2024-04-01
1,2,Hogar,1659.04,2024-04-01
1,2,Transporte,29.96,2024-04-02
1,1,Ahorro,784.36,2024-04-03
1,2,Transporte,36.9,2024-04-03
1,2,Transporte,61.28,2024-04-04
1,2,Alimentacion,62.67,2024-04-04
1,2,Alimentacion,108.42,2024-04-07
1,2,Transporte,63.73,2024-04-07
1,2,Entretenimiento,705.04,2024-04-08
1,2,Entretenimiento,881.21,2024-04-08
1,2,Transporte,76.48,2024-04-10
1,2,Entretenimiento,913.42,2024-04-10
1,2,Alimentacion,43.81,2024-04-11
1,2,Transporte,42.43,2024-04-11
1,2,Entretenimiento,418.24,2024-04-12
1,2,Transporte,15.08,2024-04-12
1,2,Alimentacion,223.53,2024-04-14
1,2,Entretenimiento,897.31,2024-04-14
1,1,Nomina,2926.25,2024-04-15
1,2,Transporte,77.44,2024-04-15
1,2,Entretenimiento,862.11,2024-04-15
1,2,Entretenimiento,337.16,2024-04-16
1,2,Transporte,16.39,2024-04-16
1,2,Alimentacion,207.79,2024-04-16
1,2,Alimentacion,109.74,2024-04-17
1,1,Ahorro,329.04,2024-04-18
1,2,Entretenimiento,926.23,2024-04-18
1,2,Alimentacion,204.59,2024-04-18
1,2,Transporte,12.08,2024-04-18
1,2,Transporte,41.32,2024-04-19
1,2,Entretenimiento,201.01,2024-04-19
1,2,Entretenimiento,561.9,2024-04-19
1,2,Alimentacion,64.51,2024-04-20
1,2,Entretenimiento,819.05,2024-04-20
1,2,Salud,882.25,2024-04-20
1,2,Alimentacion,155.25,2024-04-22
1,2,Entretenimiento,680.02,2024-04-24
1,2,Alimentacion,175.71,2024-04-24
1,2,Entretenimiento,611.05,2024-04-24
1,2,Entretenimiento,299.04,2024-04-25
1,2,Entretenimiento,149.4,2024-04-25
1,2,Entretenimiento,519.16,2024-04-25
1,2,Alimentacion,212.06,2024-04-26
1,2,Alimentacion,198.14,2024-04-26
1,2,Transporte,70.25,2024-04-27
1,2,Transporte,28.65,2024-04-27
1,2,Transporte,51.67,2024-04-27
1,2,Entretenimiento,495.57,2024-04-28
1,2,Entretenimiento,694.28,2024-04-28
1,2,Alimentacion,209.19,2024-04-30
1,1,Nomina,2807.04,2024-05-01
1,2,Alimentacion,30.39,2024-05-01
1,2,Entretenimiento,279.88,2024-05-01
1,2,Entretenimiento,235.73,2024-05-02
1,2,Alimentacion,156.33,2024-05-02
1,2,Entretenimiento,836.94,2024-05-02
1,2,Transporte,44.58,2024-05-03
1,2,Entretenimiento,1101.65,2024-05-04
1,2,Transporte,11.42,2024-05-04
1,2,Entretenimiento,1142.5,2024-05-05
1,2,Alimentacion,88.18,2024-05-05
1,2,Transporte,65.07,2024-05-05
1,2,Alimentacion,78.84,2024-05-06
1,2,Alimentacion,126.55,2024-05-06
1,2,Transporte,41.28,2024-05-06
1,2,Transporte,17.23,2024-05-08
1,2,Entretenimiento,824.35,2024-05-08
1,2,Transporte,30.54,2024-05-10
1,2,Transporte,60.01,2024-05-11
1,2,Tarjeta Credito,3362.81,2024-05-12
1,2,Alimentacion,106.13,2024-05-13
1,2,Entretenimiento,673.79,2024-05-13
1,2,Entretenimiento,739.64,2024-05-14
1,2,Alimentacion,236.77,2024-05-14
1,2,Tarjeta Credito,758.23,2024-05-14
1,1,Nomina,1614.28,2024-05-15
1,2,Transporte,20.69,2024-05-15
1,2,Transporte,46.55,2024-05-16
1,2,Entretenimiento,375.87,2024-05-16
1,2,Alimentacion,99.59,2024-05-16
1,2,Entretenimiento,462.0,2024-05-18
1,2,Transporte,77.38,2024-05-18
1,2,Transporte,19.25,2024-05-18
1,2,Alimentacion,194.62,2024-05-19
1,2,Alimentacion,80.24,2024-05-19
1,2,Alimentacion,127.2,2024-05-22
1,2,Entretenimiento,486.51,2024-05-23
1,2,Entretenimiento,671.96,2024-05-23
1,2,Alimentacion,127.23,2024-05-23
1,2,Transporte,46.67,2024-05-24
1,2,Alimentacion,90.26,2024-05-24
1,2,Entretenimiento,778.13,2024-05-25
1,2,Entretenimiento,205.74,2024-05-25
1,2,Transporte,36.64,2024-05-25
1,2,Salud,866.71,2024-05-25
1,1,Ahorro,94.55,2024-05-26
1,2,Alimentacion,45.63,2024-05-26
1,2,Transporte,53.95,2024-05-26
1,2,Alimentacion,228.34,2024-05-26
1,2,Alimentacion,57.35,2024-05-28
1,2,Alimentacion,40.24,2024-05-28
1,2,Entretenimiento,859.12,2024-05-29
1,2,Alimentacion,60.59,2024-05-30
1,2,Entretenimiento,946.17,2024-05-30
1,2,Salud,1084.05,2024-05-30
1,2,Transporte,61.26,2024-05-31
1,2,Alimentacion,35.88,2024-05-31
1,2,Transporte,34.75,2024-05-31
1,1,Nomina,1739.51,2024-06-01
1,2,Hogar,1893.11,2024-06-01
1,2,Entretenimiento,453.49,2024-06-02
1,2,Entretenimiento,816.28,2024-06-02
1,2,Alimentacion,224.99,2024-06-03
1,2,Transporte,22.17,2024-06-03
1,2,Alimentacion,95.55,2024-06-03
1,2,Hogar,2577.92,2024-06-03
1,2,Entretenimiento,607.1,2024-06-04
1,2,Entretenimiento,911.48,2024-06-04
1,2,Transporte,53.3,2024-06-04
1,2,Hogar,2258.19,2024-06-04
1,2,Entretenimiento,642.16,2024-06-05
1,2,Alimentacion,58.38,2024-06-05
1,2,Alimentacion,224.14,2024-06-05
1,2,Entretenimiento,692.82,2024-06-06
1,2,Transporte,42.05,2024-06-07
1,2,Alimentacion,33.87,2024-06-08
1,2,Alimentacion,199.25,2024-06-09
1,2,Transporte,77.81,2024-06-09
1,2,Alimentacion,161.6,2024-06-10
1,2,Transporte,61.12,2024-06-11
1,2,Alimentacion,43.45,2024-06-11
1,2,Transporte,59.9,2024-06-11
1,2,Alimentacion,247.84,2024-06-12
1,2,Entretenimiento,799.22,2024-06-14
1,2,Alimentacion,116.2,2024-06-14
1,1,Nomina,1082.07,2024-06-15
1,2,Tarjeta Credito,3882.82,2024-06-15
1,1,Ahorro,492.85,2024-06-16
1,2,Entretenimiento,404.4,2024-06-18
1,2,Transporte,74.42,2024-06-18
1,2,Entretenimiento,177.25,2024-06-18
1,2,Entretenimiento,285.62,2024-06-19
1,2,Alimentacion,112.42,2024-06-21
1,2,Transporte,69.67,2024-06-21
1,2,Transporte,65.6,2024-06-21
1,2,Alimentacion,212.53,2024-06-22
1,2,Alimentacion,88.43,2024-06-22
1,2,Transporte,68.03,2024-06-22
1,2,Entretenimiento,214.54,2024-06-23
1,2,Transporte,13.55,2024-06-24
1,2,Entretenimiento,807.65,2024-06-24
1,1,Ahorro,987.64,2024-06-25
1,2,Alimentacion,93.38,2024-06-25
1,2,Transporte,55.04,2024-06-25
1,2,Transporte,34.98,2024-06-25
1,2,Entretenimiento,986.16,2024-06-26
1,2,Alimentacion,53.76,2024-06-26
1,2,Entretenimiento,750.73,2024-06-26
1,2,Entretenimiento,975.37,2024-06-27
1,2,Transporte,22.57,2024-06-27
1,2,Alimentacion,59.99,2024-06-27
1,2,Alimentacion,74.74,2024-06-28
1,2,Entretenimiento,1192.98,2024-06-28
1,2,Entretenimiento,772.24,2024-06-29
1,2,Transporte,31.23,2024-06-29
1,2,Entretenimiento,411.38,2024-06-29
1,1,Nomina,760.52,2024-07-01
1,2,Entretenimiento,847.87,2024-07-01
1,2,Transporte,61.67,2024-07-01
1,2,Transporte,36.97,2024-07-02
1,2,Alimentacion,130.57,2024-07-03
1,2,Entretenimiento,355.42,2024-07-03
1,2,Hogar,2537.25,2024-07-03
1,2,Alimentacion,182.23,2024-07-04
1,2,Entretenimiento,849.18,2024-07-04
1,2,Entretenimiento,311.43,2024-07-05
1,2,Alimentacion,62.14,2024-07-05
1,2,Entretenimiento,794.83,2024-07-05
1,2,Hogar,3520.05,2024-07-05
1,2,Transporte,70.79,2024-07-06
1,2,Transporte,53.84,2024-07-07
1,2,Transporte,42.7,2024-07-08
1,2,Alimentacion,84.51,2024-07-08
1,2,Transporte,21.25,2024-07-10
1,2,Alimentacion,33.12,2024-07-10
1,2,Salud,475.1,2024-07-11
1,1,Ahorro,242.73,2024-07-12
1,2,Transporte,54.43,2024-07-12
1,2,Tarjeta Credito,4774.08,2024-07-12
1,2,Transporte,42.48,2024-07-13
1,2,Transporte,49.26,2024-07-13
1,2,Entretenimiento,123.45,2024-07-14
1,2,Alimentacion,117.61,2024-07-14
1,2,Tarjeta Credito,2797.34,2024-07-14
1,1,Nomina,770.97,2024-07-15
1,2,Alimentacion,230.83,2024-07-15
1,2,Salud,129.86,2024-07-15
1,2,Alimentacion,145.79,2024-07-16
1,2,Entretenimiento,201.33,2024-07-17
1,2,Transporte,43.34,2024-07-17
1,2,Transporte,28.63,2024-07-17
1,2,Entretenimiento,541.18,2024-07-18
1,2,Alimentacion,151.74,2024-07-19
1,1,Ahorro,255.2,2024-07-20
1,2,Transporte,66.22,2024-07-20
1,2,Entretenimiento,744.03,2024-07-20
1,2,Entretenimiento,832.84,2024-07-20
1,2,Entretenimiento,477.73,2024-07-21
1,2,Entretenimiento,1076.55,2024-07-21
1,2,Entretenimiento,935.59,2024-07-21
1,2,Salud,803.01,2024-07-21
1,2,Entretenimiento,741.8,2024-07-24
1,2,Entretenimiento,696.48,2024-07-24
1,2,Transporte,35.48,2024-07-26
1,2,Transporte,74.2,2024-07-26
1,2,Transporte,16.62,2024-07-26
1,2,Alimentacion,41.84,2024-07-28
1,2,Transporte,69.39,2024-07-28
1,2,Transporte,51.44,2024-07-30
1,2,Transporte,74.34,2024-07-30
1,2,Transporte,42.46,2024-07-30
1,1,Nomina,1828.61,2024-08-01
1,2,Alimentacion,156.65,2024-08-01
1,2,Transporte,31.92,2024-08-01
1,2,Entretenimiento,341.37,2024-08-01
1,2,Transporte,76.01,2024-08-02
1,2,Alimentacion,106.13,2024-08-02
1,2,Transporte,69.44,2024-08-03
1,2,Alimentacion,246.26,2024-08-04
1,2,Alimentacion,64.56,2024-08-04
1,2,Alimentacion,106.83,2024-08-04
1,2,Transporte,42.99,2024-08-05
1,2,Alimentacion,243.15,2024-08-06
1,2,Alimentacion,145.07,2024-08-07
1,2,Entretenimiento,171.45,2024-08-07
1,2,Alimentacion,101.77,2024-08-08
1,2,Entretenimiento,906.55,2024-08-09
1,2,Alimentacion,159.94,2024-08-09
1,2,Entretenimiento,157.64,2024-08-09
1,2,Transporte,60.69,2024-08-10
1,2,Alimentacion,215.95,2024-08-11
1,2,Transporte,79.08,2024-08-12
1,2,Entretenimiento,415.33,2024-08-12
1,2,Entretenimiento,912.06,2024-08-13
1,2,Salud,695.96,2024-08-13
1,1,Nomina,1486.98,2024-08-15
1,2,Alimentacion,214.51,2024-08-16
1,2,Transporte,68.96,2024-08-16
1,2,Transporte,57.8,2024-08-17
1,2,Transporte,31.94,2024-08-17
1,2,Alimentacion,197.83,2024-08-17
1,2,Alimentacion,228.45,2024-08-18
1,2,Salud,202.95,2024-08-18
1,2,Transporte,29.23,2024-08-19
1,2,Alimentacion,43.5,2024-08-19
1,2,Transporte,33.84,2024-08-19
1,2,Transporte,58.12,2024-08-20
1,2,Transporte,47.69,2024-08-20
1,2,Alimentacion,168.69,2024-08-20
1,2,Entretenimiento,552.9,2024-08-22
1,2,Entretenimiento,118.27,2024-08-22
1,2,Transporte,78.91,2024-08-22
1,2,Alimentacion,85.42,2024-08-24
1,2,Entretenimiento,1020.47,2024-08-24
1,2,Entretenimiento,546.34,2024-08-24
1,2,Transporte,68.2,2024-08-27
1,2,Entretenimiento,926.01,2024-08-28
1,2,Transporte,36.69,2024-08-28
1,2,Entretenimiento,448.29,2024-08-28
1,1,Ahorro,670.4,2024-08-29
1,2,Transporte,38.51,2024-08-29
1,2,Alimentacion,61.51,2024-08-29
1,2,Transporte,26.65,2024-08-29
1,2,Entretenimiento,1069.27,2024-08-30
1,2,Transporte,13.49,2024-08-30
1,2,Entretenimiento,977.97,2024-08-31
1,2,Transporte,49.97,2024-08-31
1,2,Entretenimiento,1104.07,2024-08-31
1,1,Nomina,1902.39,2024-09-01
1,2,Transporte,59.63,2024-09-02
1,2,Transporte,28.31,2024-09-02
1,2,Hogar,1714.01,2024-09-02
1,2,Alimentacion,230.18,2024-09-03
1,2,Alimentacion,125.49,2024-09-03
1,2,Transporte,58.17,2024-09-03
1,2,Entretenimiento,851.08,2024-09-04
1,2,Entretenimiento,195.78,2024-09-07
1,2,Transporte,14.2,2024-09-08
1,2,Alimentacion,168.74,2024-09-09
1,2,Entretenimiento,989.6,2024-09-09
1,2,Entretenimiento,475.66,2024-09-09
1,2,Alimentacion,217.14,2024-09-10
1,2,Entretenimiento,174.55,2024-09-10
1,1,Ahorro,667.66,2024-09-11
1,2,Transporte,52.81,2024-09-11
1,2,Alimentacion,128.84,2024-09-11
1,2,Entretenimiento,577.53,2024-09-11
1,2,Alimentacion,176.42,2024-09-12
1,2,Entretenimiento,696.32,2024-09-12
1,2,Transporte,76.78,2024-09-12
1,2,Tarjeta Credito,3560.98,2024-09-12
1,2,Alimentacion,193.17,2024-09-13
1,2,Entretenimiento,589.31,2024-09-14
1,2,Entretenimiento,922.81,2024-09-14
1,2,Entretenimiento,623.92,2024-09-14
1,2,Tarjeta Credito,3832.74,2024-09-14
1,1,Nomina,2957.4,2024-09-15
1,2,Alimentacion,195.81,2024-09-15
1,2,Entretenimiento,871.99,2024-09-15
1,1,Ahorro,694.62,2024-09-16
1,2,Transporte,28.24,2024-09-17
1,2,Entretenimiento,936.34,2024-09-18
1,2,Alimentacion,62.93,2024-09-18
1,2,Transporte,48.55,2024-09-21
1,2,Transporte,30.05,2024-09-21
1,2,Entretenimiento,754.6,2024-09-21
1,2,Transporte,42.53,2024-09-22
1,2,Alimentacion,165.7,2024-09-22
1,2,Transporte,72.56,2024-09-23
1,2,Alimentacion,241.03,2024-09-23
1,2,Alimentacion,69.22,2024-09-23
1,2,Entretenimiento,216.39,2024-09-25
1,2,Entretenimiento,279.45,2024-09-25
1,2,Transporte,33.61,2024-09-27
1,2,Alimentacion,47.21,2024-09-28
1,2,Transporte,21.9,2024-09-28
1,2,Entretenimiento,463.02,2024-09-29
1,2,Entretenimiento,916.57,2024-09-30
1,2,Alimentacion,233.93,2024-09-30
1,2,Entretenimiento,375.72,2024-09-30
1,1,Nomina,2843.75,2024-10-01
1,2,Salud,745.87,2024-10-01
1,2,Alimentacion,47.64,2024-10-02
1,2,Alimentacion,186.77,2024-10-02
1,2,Transporte,39.15,2024-10-02
1,2,Transporte,78.57,2024-10-03
1,2,Transporte,19.73,2024-10-03
1,2,Alimentacion,210.0,2024-10-04
1,2,Hogar,1578.13,2024-10-04
1,2,Transporte,19.57,2024-10-05
1,2,Transporte,70.89,2024-10-05
1,2,Entretenimiento,474.16,2024-10-05
1,2,Entretenimiento,673.0,2024-10-06
1,2,Entretenimiento,927.28,2024-10-08
1,2,Alimentacion,131.64,2024-10-09
1,2,Entretenimiento,846.17,2024-10-09
1,2,Transporte,58.93,2024-10-09
1,2,Entretenimiento,400.06,2024-10-10
1,2,Tarjeta Credito,2276.72,2024-10-10
1,2,Entretenimiento,749.98,2024-10-11
1,2,Alimentacion,241.29,2024-10-12
1,2,Alimentacion,198.53,2024-10-12
1,2,Alimentacion,198.37,2024-10-12
1,2,Transporte,19.38,2024-10-13
1,2,Alimentacion,226.38,2024-10-13
1,2,Alimentacion,85.5,2024-10-14
1,2,Tarjeta Credito,4628.21,2024-10-14
1,1,Nomina,1473.03,2024-10-15
1,2,Entretenimiento,813.21,2024-10-16
1,2,Transporte,34.42,2024-10-17
1,2,Entretenimiento,164.93,2024-10-17
1,2,Alimentacion,189.59,2024-10-17
1,2,Transporte,27.69,2024-10-18
1,2,Entretenimiento,683.06,2024-10-18
1,2,Alimentacion,205.83,2024-10-18
1,2,Alimentacion,187.07,2024-10-19
1,2,Alimentacion,187.27,2024-10-19
1,1,Ahorro,949.22,2024-10-20
1,2,Entretenimiento,410.81,2024-10-20
1,2,Entretenimiento,215.49,2024-10-21
1,2,Alimentacion,137.4,2024-10-21
1,2,Transporte,10.85,2024-10-21
1,2,Alimentacion,154.01,2024-10-22
1,2,Alimentacion,202.43,2024-10-22
1,2,Alimentacion,39.49,2024-10-22
1,2,Entretenimiento,802.97,2024-10-23
1,2,Entretenimiento,544.31,2024-10-23
1,2,Alimentacion,184.86,2024-10-25
1,2,Alimentacion,58.79,2024-10-27
1,2,Entretenimiento,1001.19,2024-10-27
1,2,Alimentacion,93.34,2024-10-27
1,2,Alimentacion,106.4,2024-10-28
1,2,Entretenimiento,397.05,2024-10-28
1,2,Transporte,79.1,2024-10-29
1,2,Alimentacion,138.9,2024-10-29
1,2,Entretenimiento,388.29,2024-10-29
1,2,Alimentacion,225.04,2024-10-30
1,2,Alimentacion,119.33,2024-10-31
1,1,Nomina,1422.25,2024-11-01
1,2,Transporte,61.98,2024-11-01
1,2,Transporte,34.35,2024-11-01
1,2,Transporte,21.92,2024-11-02
1,2,Alimentacion,115.05,2024-11-03
1,2,Entretenimiento,652.04,2024-11-04
1,2,Salud,948.57,2024-11-04
1,2,Entretenimiento,146.42,2024-11-05
1,2,Alimentacion,60.74,2024-11-05
1,2,Transporte,29.91,2024-11-05
1,2,Hogar,3628.19,2024-11-05
1,2,Alimentacion,205.8,2024-11-07
1,2,Entretenimiento,321.8,2024-11-07
1,2,Alimentacion,203.21,2024-11-07
1,2,Transporte,64.18,2024-11-08
1,2,Alimentacion,194.04,2024-11-08
1,2,Entretenimiento,1028.3,2024-11-08
1,2,Entretenimiento,163.69,2024-11-09
1,2,Alimentacion,239.58,2024-11-09
1,2,Alimentacion,235.76,2024-11-11
1,2,Entretenimiento,540.05,2024-11-11
1,2,Entretenimiento,423.82,2024-11-12
1,2,Transporte,57.96,2024-11-12
1,1,Nomina,1925.25,2024-11-15
1,2,Transporte,77.95,2024-11-15
1,2,Alimentacion,68.88,2024-11-15
1,2,Alimentacion,140.97,2024-11-16
1,2,Alimentacion,215.83,2024-11-17
1,2,Alimentacion,57.26,2024-11-17
1,2,Alimentacion,65.32,2024-11-18
1,2,Alimentacion,136.22,2024-11-18
1,2,Transporte,48.55,2024-11-20
1,2,Transporte,27.7,2024-11-25
1,2,Entretenimiento,712.53,2024-11-25
1,2,Transporte,74.89,2024-11-26
1,2,Transporte,12.93,2024-11-28
1,2,Transporte,76.09,2024-11-29
1,2,Transporte,69.72,2024-11-30
1,2,Entretenimiento,851.0,2024-11-30
1,1,Nomina,1353.14,2024-12-01
1,2,Entretenimiento,372.59,2024-12-01
1,2,Entretenimiento,355.76,2024-12-01
1,2,Entretenimiento,609.13,2024-12-04
1,2,Transporte,10.84,2024-12-05
1,2,Alimentacion,69.33,2024-12-05
1,2,Transporte,22.39,2024-12-05
1,2,Hogar,2306.39,2024-12-05
1,2,Entretenimiento,422.89,2024-12-06
1,2,Transporte,43.68,2024-12-07
1,2,Entretenimiento,742.41,2024-12-07
1,2,Alimentacion,231.56,2024-12-07
1,2,Transporte,65.58,2024-12-08
1,2,Transporte,76.75,2024-12-08
1,2,Entretenimiento,449.39,2024-12-08
1,2,Alimentacion,99.84,2024-12-09
1,2,Alimentacion,118.49,2024-12-10
1,2,Transporte,37.17,2024-12-11
1,2,Alimentacion,167.31,2024-12-11
1,2,Alimentacion,180.02,2024-12-11
1,2,Tarjeta Credito,3614.51,2024-12-12
1,2,Entretenimiento,1090.56,2024-12-13
1,1,Nomina,2171.05,2024-12-15
1,2,Transporte,34.21,2024-12-15
1,2,Alimentacion,177.87,2024-12-16
1,2,Entretenimiento,751.03,2024-12-17
1,1,Ahorro,289.52,2024-12-18
1,2,Alimentacion,206.87,2024-12-18
1,2,Transporte,68.66,2024-12-20
1,2,Entretenimiento,712.32,2024-12-21
1,2,Entretenimiento,507.74,2024-12-21
1,1,Ahorro,518.11,2024-12-22
1,2,Entretenimiento,217.5,2024-12-22
1,2,Alimentacion,126.18,2024-12-22
1,2,Transporte,38.81,2024-12-22
1,2,Transporte,34.27,2024-12-23
1,2,Alimentacion,240.14,2024-12-23
1,2,Alimentacion,147.97,2024-12-23
1,2,Alimentacion,189.5,2024-12-24
1,2,Transporte,76.11,2024-12-24
1,2,Entretenimiento,952.84,2024-12-25
1,2,Entretenimiento,166.42,2024-12-25
1,2,Alimentacion,114.67,2024-12-25
1,2,Alimentacion,66.99,2024-12-27
1,2,Transporte,10.22,2024-12-27
1,2,Transporte,63.97,2024-12-27
1,2,Alimentacion,222.64,2024-12-28
1,2,Alimentacion,219.02,2024-12-28
1,2,Alimentacion,71.58,2024-12-28
1,2,Alimentacion,158.05,2024-12-29
1,2,Alimentacion,70.88,2024-12-29
1,2,Entretenimiento,933.99,2024-12-30
1,2,Transporte,39.34,2024-12-30
2,1,Nomina,1594.41,2024-01-01
2,2,Entretenimiento,742.55,2024-01-01
2,2,Alimentacion,123.94,2024-01-01
2,2,Entretenimiento,267.21,2024-01-01
2,2,Transporte,70.8,2024-01-02
2,2,Transporte,58.7,2024-01-02
2,2,Entretenimiento,466.87,2024-01-02
2,2,Hogar,5789.0,2024-01-02
2,2,Alimentacion,60.3,2024-01-03
2,2,Salud,244.06,2024-01-03
2,2,Transporte,29.94,2024-01-04
2,2,Hogar,5139.63,2024-01-04
2,2,Alimentacion,186.01,2024-01-05
2,1,Ahorro,168.69,2024-01-06
2,2,Transporte,16.86,2024-01-06
2,2,Alimentacion,183.38,2024-01-06
